id,start_date,end_date,customer_name,customer_code,customer_email,customer_url,subject,lot_number,lot_description,winner_name,winner_code,price,currency
00c93be375d2420faae493277a2120fb,2015-08-31T15:00:00+03:00,2015-09-04T17:00:00+03:00,Доманівський районний центр зайнятості,20894577,rzdmnmk@ukr.net,,"ручки кулькові,олівці прості",,,"Товариство з обмеженою відповідальністю ""САНТАРЕКС""",30126040,244.8,UAH
00d0479566d744b09c26671fb3f4026c,2015-10-21T06:00:00+00:00,2015-10-22T11:00:00+00:00,Київська міська клінічна лікарня №7,05494840,krava09@bigmir.net,,"Інструменти та прилади вимірювальні, контрольні та випробовувальні, інші .",,,"ПАТ ""МЕДИЦИНА""",23538297,300,UAH
00ed6c934dff4d478344742b4b573494,2015-08-10T09:00:00+03:00,2015-08-11T18:00:00+03:00,Міністерство оборони України,00034022,kirienkopv@gmail.com,http://mil.gov.ua/,Лот 3. Костюм літній польовий;,,,"ЧП ""ШФ ""Авитекс""",37005292,6772400,UAH
0104a9d30736442ea73424491e6f3204,2015-09-17T06:00:00+00:00,2015-09-21T10:00:00+00:00,Київський професійний будівельний ліцей,02544394,kpbl@bigmir.net,http://kpbl.org.ua,Профиль направляющий UD-27 3 м (0.55 мм),,,"ТОВ ""Стандарт Будівельний""",33872747,2040,UAH
0111283a817e46c48197d2dbe2484e7c,2015-08-21T07:00:00+00:00,2015-08-27T13:00:00+00:00,Державне підприємство «Ізмаїльський морський торговельний порт»,01125815,smto-04@izmport.com.ua,http://www.izmport.com.ua,костюми водовідштовхуючі,,,"МАЛЕ ПРИВАТНЕ ПІДПРИЄМСТВО ""СПРІНТ""",24544880,76300,UAH
01151d1184f04653a7b31759e4a7d3a5,2015-10-02T08:00:00+03:00,2015-10-07T17:00:00+03:00,Новобузький педагогічний коледж,02125450,collegenbg@ukr.net,,Комплектуючі до комп'ютерів,,,ТОВ ДІАВЕСТЕНД КОМПЛЕКСНІ РІШЕННЯ,30256061,6300,UAH
014b1d2c4ff944128e85a13e9ce0bd8c,2015-10-09T15:41:00+03:00,2015-10-15T15:41:00+03:00,"Комунальний заклад ""Криворізький дитячий будинок-інтернат"" Дніпропетровської обласної ради",03188292,krivoy_rog_detskii_dom@ukr.net,,"Вакцина «Ваксигрипп» сусп. д/ін. 1 доза шприц 0,5 мл. з голкою №1",,,"ТОВ ""БаДМ""",31816235,12185.97,UAH
014be28ae6114d47aa37c0242467ca36,2015-10-04T16:00:00+03:00,2015-10-05T16:00:00+03:00,"Відділ з питань культури, сім""ї та молоді",38309434,Kultura_nikopol@ukr.net,http://portal.nikopol.net,Швидкозшивач пластиковий для сегрегатора,,,"ФОП ""Тишкевич""",2983310076,70,UAH
01670be8944745f19ec953ee57d95cbc,2015-09-24T06:00:00+00:00,2015-09-24T15:00:00+00:00,Київська міська клінічна лікарня №18,01993776,viddil18@ukr.net,,"10.73.1 Макарони,локшина, кускусі подібні борошняні вироби.",,,ПП Торгпродсервіс,30757072,449.5,UAH
0169811557a5424e83f97cad72331d2d,2015-08-18T07:00:00+00:00,2015-08-24T06:00:00+00:00,"Скадовська філія Державного підприємства ""Адміністрація морських портів України""",38728486,skad-uspa-plan@ukr.net,http://uspa.gov.ua,ДК 016-2010: 65.11.1 Послуги щодо страхування життя,,,"Частное акционерное общество ""Страховая группа ""Ю.БИ.АЙ""",31113488,1137,UAH
016ba427986e49e59172e1b3a176fc8e,2015-09-28T10:00:00+03:00,2015-10-05T17:22:00+03:00,"ДП ""Державна екологічна інспекція у Львівській області""",38057086,ivannagoddess@gmail.com,,Папір А4,,,"Товариство з обмеженою відповідальністю ""Український папір""",25394112,1500,UAH
016c8fcc024e431a816c29680d94483e,2015-07-10T09:00:00+00:00,2015-07-17T09:00:00+00:00,"МФ ДП ""АМПУ"" (адміністрація Миколаївського МП)",38728444,shyrikm@ukr.net,http://www.uspa.gov.ua/,Послуги щодо страхування майна від пожежі та інших небезпек,,,"Частное акционерное общество ""Страховая группа ""Ю.БИ.АЙ""",31113488,2890,UAH
018166c13f89433a89369f988771c221,2015-07-13T12:00:00+03:00,2015-07-15T11:00:00+03:00,Міністерство екології та природних ресурсів України,37552996,rmischenko@menr.gov.ua,,Канцелярські товари,,,"ТОВ ""Папирус Гурт Збут""",37757076,7900,UAH
019efcd384ed4de490b6eb909c68156a,2015-07-28T07:00:00+00:00,2015-07-31T07:00:00+00:00,"Філія ""Дельта-лоцман"" державного підприємства ""Адміністрація морських портів України""",38728507,kryukovsky@delta-pilot.ua,http://www.delta-pilot.ua/,"Карти звукові, відеокарти та подібні",,,"Товариство з обмеженою відповідальністю ""САНТАРЕКС""",30126040,12059,UAH
01b5bd3f393042729f10cc75ec48323d,2015-09-28T05:00:00+00:00,2015-09-29T14:00:00+00:00,Управління освіти Солом'янської районної в місті Києві державної адміністрації,37485490,sol-ruotender@ukr.net,http://2422171.kiev.ua,ДСТУ Б.Д.1-1.2013 поточний ремонт системи водопостачання (ремонт фільтруючої системи доочистки та знезараження води в харчоблоці дошкільному навчальному закладі №350 м.Києва),,,"Товариство з обмеженою відповідальністю ""Німекс Сервіс""",39350578,6520,UAH
01c999baea0e489ca60d8a0b272eaed4,2015-10-08T11:00:00+03:00,2015-10-13T16:00:00+03:00,"КУ ""Центр післядипломної освіти молодших спеціалістів з медичною та фармацевтичною освітою""",19157023,kursy_med@ukr.net,,Запчастини на авто,,,ТОВ ДНІПРОАВТОЗАПЧАСТИНИ,36641388,3978,UAH
01d581a0b6a34943b33d9f99bfd0e0c9,2015-09-24T06:00:00+00:00,2015-09-28T14:00:00+00:00,Дитяча клінічна лікарня №6 Шевченківського району м.Києва,26387019,nell-dkl6@ukr.net,,"фотопластинки й фотоплівки,плівки для миттєвого друку;фотохімікати та фотографічні незмішані речовини",,,ФОП Васильченко Людмила Петрівна,2232318926,4690,UAH
01d6a1fc66ac4ec09d9097413cf54ddd,2015-08-06T12:45:00+03:00,2015-08-09T12:46:00+03:00,Арбузинський районний центр зайнятості,20884290,arczn@meta.ua,,"вугілля легке - 16 тонн, вугілля горошок - 6 тонн",,,"ТОВ ""OC-НОВА 2007""",34922107,62890,UAH
01d9c22b52474f42b3d95b5c6df45664,2015-10-16T06:00:00+00:00,2015-10-16T12:00:00+00:00,Київська міська клінічна лікарня №7,05494840,krava09@bigmir.net,,"Вироби для ванн і кухні, металеві.",,,"ПП ""СЕРВІС ПАРТНЕР""",36852807,6581.52,UAH
01ddc06917e643efa97952ea85da084e,2015-07-09T12:00:00+03:00,2015-07-14T11:00:00+03:00,"Державне підприємство ""Адміністрація морських портів України""",38727770,oleg.terpilovskiy@uspa.gov.ua,,"Код ДК 016-2010: 22.23.1 «Вироби пластмасові для будівництва; лінолеум і покриви на підлогу, тверді, не пластикові» (вироби для санвузлів).",,,"Товариство з обмеженою відповідальністю ""Український папір""",25394112,18090,UAH
01e00bb78a3e4eb5b5921490238a0fe9,2015-08-28T09:00:00+00:00,2015-09-03T09:00:00+00:00,"МФ ДП ""АМПУ"" (адміністрація Миколаївського МП)",38728444,shyrikm@ukr.net,http://www.uspa.gov.ua/,"Речовини хімічні неорганічні основні, інші, н.в.і.у.",,,"Приватне підприємство ""ВКФ Аеротандем""",33877855,665,UAH
01e7cdb6abea438abba4d00ab9f81940,2015-09-04T14:01:00+00:00,2015-09-09T06:30:00+00:00,"Територіальне медичне об’єднання ""Київська стоматологія"" у м.Києві",39216907,tmo_ek@meta.ua,,бланки,,,"ПП ""Остінтек""",32000939,3300,UAH
01f9e8a9a1fe4b3885234bc85fbbd199,2015-10-21T16:00:00+03:00,2015-10-24T16:00:00+03:00,"Комунальний заклад ""Васильківський психоневрологічний будинок - інтернат"" Дніпропетровської обласної ради""",01987741,kzvpbidor@ukr.net,,Канцелярські товари,,,"ФОП ""Топчий""",2241015276,2470,UAH
02004a46173447cf8eaffd895c2acd91,2015-07-10T09:00:00+00:00,2015-07-17T09:00:00+00:00,"МФ ДП ""АМПУ"" (адміністрація Миколаївського МП)",38728444,shyrikm@ukr.net,http://www.uspa.gov.ua/,Послуги щодо страхування автотранспорту,,,"Миколаївська філія ПрАТ ""Українська пожежно страхова компанія""",25377604,4954,UAH
0214d7b4a7ea4fb7bbe137bd606b004c,2015-10-14T06:00:00+00:00,2015-10-16T15:00:00+00:00,Київська міська психоневрологічна лікарня №2,01993992,kmpnl2@health.kiev.ua,,Комп’ютери та периферійні пристрої,,,"НАУКОВО-ВИРОБНИЧЕ ПІДПРИЄМСТВО У ФОРМІ ТОВАРИСТВА З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПЕЛЬСИН""",23733254,45720,UAH
02331e54f39048eeb8ab4accfa31eeaf,2015-10-05T06:00:00+00:00,2015-10-07T15:00:00+00:00,"Комунальне підприємство ""Дирекція з капітального будівництва та реконструкції ""Київбудреконструкція""",37932233,kbr2011@ukr.net,,Капітальний ремонт сходових клітин житлового будинку (заміна вікон на міжповерхових сходах),,,"Товариство з обмеженою відповідальністю ""Укрспецстрой""",31366140,72964,UAH
023dd167b2864aca99e0270200012487,2015-08-17T09:00:00+03:00,2015-08-18T18:00:00+03:00,Міністерство оборони України,00034022,kirienkopv@gmail.com,http://mil.gov.ua/,Лот 4. Костюм робочий для фахівців чорного кольору.,,,"Товариство з обмеженою відповідальністю Науково-виробниче комерційне підприємство ""Укрінтал-Сервіс""",33427896,1779000,UAH
02444c4093f742b38eaf4ab78eb5efc6,2015-10-01T07:00:00+00:00,2015-10-05T07:00:00+00:00,Управління освіти Солом'янської районної в місті Києві державної адміністрації,37485490,sol-ruotender@ukr.net,http://2422171.kiev.ua,ДСТУ Б. Д. 1. 1-1 2013 поточний ремонт системи водопостачання (ремонт фільтруючої системи доочистки та знезараження води в харчоблоці дошкільному навчальному закладі №716 м.Києва),,,"Товариство з обмеженою відповідальністю ""Німекс Сервіс""",39350578,6520,UAH
02486bc90db14ed1aeaa0b934c03714e,2015-09-21T08:00:00+03:00,2015-09-23T18:00:00+03:00,"ДП ""Дитячий оздоровчий центр соціальної реабілітації санаторного типу ПЕРЛИНА ПРИДНІПРОВ'Я""",37179958,dz.matrosova@mail.ru,http://perlina.dnepredu.com/uk/site/index.html,папір туалетний,,,"ТОВ ""СУПУТНИК-ОКТАН""",34755584,1530,UAH
026377b014ee4c508a4df2e7d7910cfd,2015-10-09T16:00:00+03:00,2015-10-13T16:00:00+03:00,Обласной эколого-натуралистический центр детей и учащейся молодежи,02139966,dneprunnat@ukr.net,,Флеш-пам'ять Transcend USB 16 GB,,,"Товариство з обмеженою відповідальністю ""Аннапурна технолоджи""",39268625,4290,UAH
027d88eae3a940678e6c36e1de825cba,2015-10-18T16:00:00+03:00,2015-10-23T16:00:00+03:00,Управління соціального захисту населелення Ріпкинської районної державної адміністрації Чернігівської області,03196127,uszn_repki@ukr.net,,тверде паливо (дрова) - деревина паливна,,,ДП Ріпкирайагролісгосп,05389149,180,UAH
0283b34d8ef24055a48a2a8bd239977d,2015-08-05T09:00:00+03:00,2015-08-06T17:00:00+03:00,"ДП ""УДППЗ ""Укрпошта""""",21560045,stupak-kl@ukrposhta.ua,,"мило, засоби мийні та засоби для чищення",,,"ТОВ ""Глобал Стор""",34691437,6871475,UAH
02987620729141c5a3c53e352c225a83,2015-10-09T17:00:00+03:00,2015-10-13T17:00:00+03:00,Обласной эколого-натуралистический центр детей и учащейся молодежи,02139966,dneprunnat@ukr.net,,Канцтовари,,,"ТОВ ТВГ ""КУНІЦА""",19143995,3261.6,UAH
029cd1a8eae24a40901f79393fcec391,2015-09-28T11:00:00+00:00,2015-09-30T12:00:00+00:00,"Державна установа ""Управління збірних команд та забезпечення спортивних заходів ""Укрспортзабезпечення""",03767831,anton.gubin@ukr.net,http://dsmsu.gov.ua,Папір А4,,,"Общество с ограниченной ответственностью ""МОЙ ОФИС""",34539087,38898,UAH
02a5dd5b6dc841f9b21c3934ae1271ac,2015-06-05T07:00:00+00:00,2015-06-11T07:00:00+00:00,"Херсонська філія Державного підприємства ""Адміністрація морських портів України"" (адміністрація Херсонського морського порту)",38728533,a.mishchenko@seaport.kherson.ua,,"М'ясо заморожене та заморожені харчові субпродукти; м'ясо та харчові субпродукти, інші",,,"ТОВ ""Супермаркет Україна""",19221784,190614.7,UAH
02b9be0c201b4acfaf6c71d83d1d8ffc,2015-09-08T07:00:00+00:00,2015-09-10T07:00:00+00:00,"КП ""Київська міська стоматологічна поліклініка""",05416142,stomatpolic@ukr.net,,"Мийні засоби,папір туалетний,пакети для сміття",,,"Товариство з обмеженою відповідальністю ""Український папір""",25394112,2780,UAH
02c0c030597d4764bbb08e2820dacc9a,2015-10-08T06:00:00+00:00,2015-10-08T15:00:00+00:00,"Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації)",02147629,ssrv1970@ukr.net,http://don.kievcity.gov.ua,оренда акустичної система,,,Фізична особа-підприємець Скоренко Дмитро Михайлович,3033708858,4500,UAH
02c5cbed3b8242acb0e3601eda8aa999,2015-08-21T16:00:00+03:00,2015-08-27T16:00:00+03:00,Центр забезпечення службової діяльності Міністерства оборони та Генерального штабу Збройних Сил України,24978319,znczsdsp@ukr.net,,ДК 016-2010 – 10.41.5 – олії рафіновані.,,,Фізична особа-підприємець Герасюто Олександр Анатолійович,3078814892,15810,UAH
02d65df1d93a4dd1892701248bcc44b1,2015-06-05T15:00:00+03:00,2015-06-10T09:00:00+03:00,"Дніпровська ЕС ""Національна енергетична компанія «Укренерго»",,sen17@rdc.dnepr.energy.gov.ua,,"20.30.2 Фарби та лаки, інші, та пов'язана з ними продукція; барвники художні та друкарські чорнила (20.30.22-55.00 (Шпаклівки фініш, фасад))",,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОМТЕС-ХХІ""",31075689,19584.14,UAH
02db3c2d343d44a89ec155c8e68034aa,2015-08-20T11:30:00+03:00,2015-08-24T15:00:00+03:00,Національний Банк України,39192352,ihor.ihnatenko@bank.gov.ua,http://bank.gov.ua,"Проводи та кабелі електронні і електричні, інші (Подовжувачі електричні)",,,"Товариство з обмеженою відповідальністю ""Грін Пауер""",38226186,8500,UAH
02db805cf1ee475ab37b7ecef4c34972,2015-10-15T06:00:00+00:00,2015-10-20T14:00:00+00:00,Київський міський консультативно-діагностичний центр,05395859,kmkdc1@ukr.net,http://kdc.kiev.ua,Господарські товари,,,ТОВ Дебют-центр,39421842,4158,UAH
02e03305f5e647f7a89c1f5ef66d782a,2015-08-28T09:00:00+03:00,2015-08-31T16:00:00+03:00,"ДП ""Дирекція оброблення та перевезення пошти УДППЗ ""Укрпошта""""",01181736,berkun-mi@ukrposhta.ua,,"Послуги щодо надання професійної та технічної допомоги та консультаційні (проведення атестації робочих місць за умовами праці, інструментальні дослідження умов праці)",,,Київпастранс Служба утримання рухомого складу та транспортної інфраструктури,36471864,3682,UAH
02f356d3703b4d26a3f5aa4c3aa196ad,2015-10-08T21:00:00+00:00,2015-10-14T12:00:00+00:00,Тернопільська міська рада,34334305,ekon_mr@meta.ua,http://rada.te.ua,Ремонт та заправка картриджів лазерних принтерів,,,"Товариство з обмеженою відповідальністю ""Інформаційно-технологічне підприємство ""Фортіс""",37601697,840,UAH
02fde058bbb14a4f800b2f18571c392b,2015-10-05T06:00:00+00:00,2015-10-06T15:00:00+00:00,Київський міський клінічний онкологічний центр,13697965,onkocentr@gmail.com,,Медичні препарати,,,"ТОВ ""АЛСІ"" ЛТД",21632299,98249.76,UAH
0302e1559f7b41f099144fa4d588a574,2015-09-29T06:00:00+00:00,2015-09-30T06:00:00+00:00,Київська міська клінічна лікарня №18,01993776,viddil18@ukr.net,,"10.81.1 Цукор - сирець, тростинний і очищений тростинний чи буряковий цукор",,,ПП Торгпродсервіс,30757072,1117.6,UAH
0304abb193e34e09ade04f7b91ce027a,2015-10-08T07:00:00+00:00,2015-10-12T13:00:00+00:00,Київський університет імені Бориса Грінченка,02136554,xtender@kubg.edu.ua,http://kubg.edu.ua,Послуги щодо організовування спеціалізованих виставок,,,Товариство з обмеженою відповідальністю «Компанія «Виставковий Світ»,39296804,9156,UAH
0308801fe74f494fa05da7eb0cd29649,2015-10-16T06:00:00+00:00,2015-10-19T15:00:00+00:00,Київська міська клінічна лікарня №18,01993776,viddil18@ukr.net,,01.13.5 Корнеплоди та бульби їстівні з високим умістом крохмалю та інуліну,,,"Товариство з обмеженою відповідальністю ""Українська промислово-логістична група Зиск""",39530314,7649,UAH
030bdb5f5c6342809bb94499c820e877,2015-09-25T14:00:00+03:00,2015-09-30T16:00:00+03:00,"ДП ""Київська міська дирекція УДППЗ ""Укрпошта""""",01189979,logist_kiev@ukrposhta.com,,"Культури овочеві плодоносні, інші (баклажани, перець, кабачки,огірки, помідори, тощо)",,,"Товариство з обмеженою відповідальністю "" ТЕХНОСНАБ""",31243650,11845,UAH
034c84e62ba2443cae5f649725747878,2015-08-04T11:00:00+00:00,2015-08-06T15:00:00+00:00,"ВП Запорізька АЕС ДП НАЕК ""Енергоатом""",19355964,t.koteneva@ukr.net,http://npp.zp.ua/,масло вершкове,,,"товариство з обмежною відповідальністю ""ОТК Спутник""",19279080,55080,UAH
035b21b4648f458daac9397457c0bc90,2015-09-17T16:00:00+03:00,2015-09-24T16:00:00+03:00,Комунальний заклад Нікопольський центр медико-санітарної допомоги,37837203,nikmsd@ya.ru,,"запчастини для автомобілів, шини, рідина охолодження тосол",,,ТОВ ДНІПРОАВТОЗАПЧАСТИНИ,36641388,6790,UAH
036bf2e9358849aa9b55d788bed34b8a,2015-10-12T16:00:00+03:00,2015-10-13T16:00:00+03:00,"Відділ з питань культури, сім""ї та молоді",38309434,zakypki.nikopol@ukr.net,http://portal.nikopol.net,Вінки,,,Ритуальна служба НМР,25012889,2254,UAH
038090611c2f400f82b65f1f7e9f0fad,2015-10-05T06:00:00+00:00,2015-10-07T14:00:00+00:00,Київська міська клінічна лікарня №2,25637595,mac-mto@ukr.net,,Реконструкція каналізаційних колодязів К-1,,,"ТОВ ""Імперіалбуд-62""",38424575,19975,UAH
03850fc6c4ea485dadb831454345f384,2015-09-23T16:21:00+03:00,2015-09-28T16:20:00+03:00,Міністерство юстиції України,00015622,it@minjust.gov.ua,http://minjust.gov.ua,"Машинки друкарські, машини для обробляння текстів і лічильні машини (калькулятор бухгалтерський)",,,"ТОВ ""Папирус Гурт Збут""",37757076,2645,UAH
0393f46ba5b74d828698e1bc0b3d94a8,2015-08-05T09:00:00+03:00,2015-08-10T18:00:00+03:00,Украерорух,19477064,klimova_tm@uksatse.aero,http://www.uksatse.ua,Мережева карта ,,,"ТОВ ""Окта-Техносервіс""",34937820,7650,UAH
03b2636f66254d16afb87564d9aef735,2015-04-22T14:10:00+00:00,2015-04-27T09:00:00+00:00,"ДП ""Одеський морський торговельний порт""",01125666,omts@port.odessa.ua,http://news.port.odessa.ua,Електротовари та фурнітура,,,"Товариство з обмеженою відповідальністю ""Грін Пауер""",38226186,176614.81,UAH
03b335f6bb4c4095988625508d5a9ba0,2015-07-13T15:00:00+03:00,2015-07-16T15:30:00+03:00,"Відокремленний підрозділ ""Вінницяелектротехнологія"" ДП ""НЕК ""Укренерго""",02071375,torgiitnvet@gmail.com,,"13.92.1 Вироби текстильні готові для домашнього господарства (13.92.12-53.00-постільна білизна, 13.92.16-40.00-ковдра)",,,Товариство з обмеженою відповідальністю ЕЛДІМ,39739347,21720,UAH
03b9006a1ebb4679adb8581d9a824f1f,2015-10-06T06:00:00+00:00,2015-10-09T06:00:00+00:00,Державне підприємство «Херсонський морський торговельний порт».,01125695,s.tkachenko@seaport.kherson.ua,http://www.seaport.kherson.ua,Вогнегасники та їх комплектуючі,,,"ООО""Инженерная коммерческая фирма""Эска""",32439099,80000,UAH
03bb150ff2214a2d9305554b7b74f78a,2015-09-15T06:00:00+00:00,2015-09-16T13:00:00+00:00,Державне підприємство «Маріупольський морський торговельний порт»,01125755,stem@marport.net,,Лампи розжарювання та газорозрядні електричні; лампи дугові,,,"ТОВ ""Алделит""",37746750,2144.4,UAH
03bbb4b1eca44742ad82b48c59ec3eaf,2015-10-13T06:00:00+00:00,2015-10-15T15:00:00+00:00,"Територіальне медичне об'єднання ""ПСИХІАТРІЯ"" у місті Києві",01994072,vmtztmo@ukr.net,,Розчини аптечного виготовлення.,,,"Комунальне підприємство ""Фармація""",05415852,6590,UAH
03e0221897d24c668c95939ef1dcac7c,2015-09-10T10:00:00+03:00,2015-09-14T10:00:00+03:00,Державне підприємство Дарницький вагоноремонтний завод,14294471,dwrz-urist@ukr.net,,Двоокис вуглецю,,,"ТзОВ ""Укртехгаз ЛХЗ""",35721095,471500,UAH
03f3459b605c4a0e89e802d6ddf9bc10,2015-09-22T16:00:00+03:00,2015-09-25T16:00:00+03:00,Центр забезпечення службової діяльності Міністерства оборони та Генерального штабу Збройних Сил України,24978319,znczsdsp@ukr.net,,ДК 016-2010 – 16.29.1 – вироби з деревини інші.,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МІЛТЕК""",38764901,2490,UAH
042619180d7746beafbe48e7e8290282,2015-07-31T07:00:00+00:00,2015-08-04T07:00:00+00:00,"Херсонська філія Державного підприємства ""Адміністрація морських портів України"" (адміністрація Херсонського морського порту)",38728533,a.mishchenko@seaport.kherson.ua,,Ремонтування побутової електронної техніки,,,ФОП Жук Віктор Васильович,2123415339,2655,UAH
042a076071f847fbab732aa25abe4219,2015-05-26T08:00:00+00:00,2015-05-29T08:00:00+00:00,Державне підприємство «Херсонський морський торговельний порт».,01125695,s.tkachenko@seaport.kherson.ua,http://www.seaport.kherson.ua,Рукавиці робочі,,,"Частное предприятие ""Спецкомплект""",32191331,22050,UAH
046e044cf5434ba484906e38fb155c6d,2015-09-28T05:00:00+00:00,2015-09-29T14:00:00+00:00,Управління освіти Солом'янської районної в місті Києві державної адміністрації,37485490,sol-ruotender@ukr.net,http://2422171.kiev.ua,ДСТУ Б. Д. 1. 1-1 2013 поточний ремонт системи водопостачання (відновлення питних фонтанчиків в середній загальноосвітній школі №161 м.Києва),,,"Товариство з обмеженою відповідальністю ""Німекс Сервіс""",39350578,23760,UAH
04a079286b104de588ac053173bda9a3,2015-10-12T09:00:00+03:00,2015-10-16T10:00:00+03:00,Департамент освіти і науки Дніпропетровської облдержадміністрації,25927519,tender_don@ukr.net,,Комп'ютерна техніка (персональний комп'ютер та багатофункціональний пристрій)),,,"Общество с ограниченной ответственностью производственно-коммерческая фирма ""Рома, Лтд""",23855495,40272,UAH
04a0a2c1fed74ffb983608ec7d50bd7d,2015-08-28T09:00:00+03:00,2015-08-31T16:00:00+03:00,"ДП ""Дирекція оброблення та перевезення пошти УДППЗ ""Укрпошта""""",01181736,berkun-mi@ukrposhta.ua,,"Апаратура електрична для комутації чи захисту електричних кіл, на напругу не більше ніж 1 000 В (запобіжники, вимикачі)",,,"ТОВ ""ФІРМА ЛЕММА ПЛЮС ЛТД""",39208168,44880,UAH
04a9e3e823024bd59f0dc283290477df,2015-08-04T12:00:00+03:00,2015-08-06T12:00:00+03:00,Карпатський біосферний заповідник,00276104,cbr_econ@ukr.net,,Енергозберігаючі люмінесцентні лампи,,,"Товариство з обмеженою відповідальністю ""Грін Пауер""",38226186,1100,UAH
04bc408fe79c4447ab2e91894786b874,2015-08-26T10:00:00+03:00,2015-08-27T16:00:00+03:00,"Державне підприємство ""Одеський морський торговельний порт""",0112566,omts@port.odessa.ua,http://www.port.odessa.ua,"Запчастини до ковшового навантажувача ""KOMATSU"" WA-470-5H",,,ТОВ «МАШТЕХІМПОРТ»,35117711,225000,UAH
